Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2023-2024,Mergim Berisha,FW,Augsburg,de Bundesliga,de GER,25,2,2,122,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.07,0.07,-0.07,0.21,3.57,3.57,0.0,0.0,0.0,0.0,30.7,0.71,0.03,-0.14,10.0,9.29,0.71,0.0,0.0,0.71,0.0,7.14,71.4,101.4,52.1,4.29,5.71,75.0,1.43,2.14,66.7,0.71,0.71,100.0,1.43,0.71,0.71,0.71,0.71,0.0,0.71,0.0,0.0,0.0,0.0,3.57,2.86,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.0,2.14,0.0,20.0,3.57,6.43,10.0,2.14,1.43,0.0,100.0,12.9,68.6,2.14,37.9,0.71,0.71,0.71,0.71,14.3,3.57,0.0,2.14,0.71,0.0,0.0,0.0,0.71,1.43,0.71,66.7,
2023-2024,Gustavo Marques,DF,Benfica,pr Primeira Liga,br BRA,21,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,50.0,44.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Central Defender
2023-2024,Rick Meissen,DF,Sparta R'dam,pr Primeira Liga,nl NED,21,21,8,883,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.02,-0.02,0.05,0.31,0.31,0.1,33.3,0.0,0.0,10.6,0.0,0.11,-0.03,46.1,44.6,1.43,1.33,0.0,0.51,0.1,37.9,82.1,762.8,226.7,10.9,12.8,85.6,23.2,24.6,94.2,3.67,7.96,46.2,0.2,3.16,0.0,0.0,3.47,0.51,0.0,0.0,0.0,0.0,0.0,0.71,0.61,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01.02,0.51,0.71,0.2,0.1,1.12,72.7,1.94,1.63,0.31,01.02,5.31,0.1,57.1,28.1,28.2,1.63,0.51,0.31,0.0,100.0,33.2,215.2,1.63,138.2,0.51,0.0,0.2,0.0,35.1,0.31,0.41,0.71,0.0,0.0,0.0,0.0,3.27,1.43,1.22,53.8,Central Defender
2023-2024,Daniel Muñoz,DF,Genk,bl Pro League,co COL,27,17,16,"1,444",16.0,0.31,0.06,0.38,0.31,0.37,0.0,0.0,0.31,0.0,0.0,0.21,0.21,0.13,0.17,-0.07,0.33,5.44,1.25,0.5,40.0,0.25,0.63,12.9,0.0,0.16,0.11,69.2,55.9,13.0,1.13,0.0,1.75,0.25,55.2,79.8,870.6,354.5,28.3,33.4,84.6,20.6,25.0,82.3,3.81,6.56,58.1,1.25,4.88,1.19,0.25,7.94,0.25,1.63,0.0,0.0,0.0,0.0,3.44,2.69,0.19,0.19,0.06,0.06,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,03.06,1.75,1.69,0.81,0.56,1.5,62.5,1.19,0.38,0.81,1.63,2.19,0.0,82.7,21.1,36.3,26.1,3.56,02.06,48.5,45.5,51.8,331.1,2.38,146.8,2.38,0.56,1.63,0.38,47.0,5.44,1.63,1.38,0.13,0.0,0.0,0.0,5.88,1.38,1.19,53.7,Full-Back
2023-2024,Gustavo Hamer,MF,Coventry City,en EFL Championship,nl NED,26,1,1,70,0.8,0.0,1.25,1.25,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.63,0.37,0.87,3.75,1.25,0.0,0.0,0.0,0.0,36.3,1.25,0.03,0.0,41.3,32.5,7.5,0.0,1.25,0.0,1.25,30.0,72.7,817.5,447.5,7.5,11.3,66.7,10.0,10.0,100.0,12.5,18.8,66.7,6.25,5.0,0.0,0.0,8.75,1.25,8.75,7.5,6.25,1.25,0.0,10.0,6.25,3.75,0.0,0.0,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,2.5,50.0,2.5,1.25,1.25,1.25,0.0,0.0,50.0,13.8,23.8,16.3,2.5,0.0,0.0,0.0,28.8,112.5,0.0,52.5,0.0,0.0,2.5,0.0,26.3,3.75,2.5,0.0,0.0,0.0,0.0,0.0,6.25,0.0,1.25,0.0,Ball Winning Midfielder
2023-2024,Mergim Berisha,FW,Hoffenheim,de Bundesliga,de GER,25,6,0,144,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.19,0.06,-0.19,0.5,8.13,3.75,0.63,16.7,0.0,0.0,16.2,0.63,0.09,-0.31,20.6,18.8,1.25,0.0,0.63,1.25,0.63,13.8,66.7,181.3,56.9,6.88,9.38,73.3,4.38,6.25,70.0,0.63,1.25,50.0,1.25,1.25,0.63,0.0,1.88,0.63,1.25,0.0,0.0,0.0,0.0,2.5,1.25,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.63,0.63,0.0,0.0,0.0,34.4,3.13,11.3,20.6,5.63,1.25,100.0,0.0,26.3,118.1,1.25,60.0,0.63,0.63,5.0,5.0,27.5,8.13,3.13,1.25,0.63,0.0,0.0,0.0,5.0,1.25,5.63,18.2,
2023-2024,Alejandro Marqués,FW,Estoril,pr Primeira Liga,ve VEN,22,31,13,"1,361",15.1,0.6,0.07,0.66,0.53,0.6,0.07,0.07,0.2,0.0,0.0,0.47,0.42,0.05,0.01,0.02,0.46,2.58,3.18,1.13,35.4,0.17,0.47,14.8,0.0,0.14,0.11,12.2,9.34,2.65,0.07,0.07,0.26,0.2,9.54,78.3,130.8,19.1,5.1,5.89,86.5,3.25,4.11,79.0,0.26,0.46,57.1,0.6,0.6,0.26,0.0,01.06,0.0,0.07,0.0,0.0,0.0,0.0,1.26,0.66,0.0,0.07,0.46,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.46,0.07,0.53,0.07,0.6,22.2,0.93,0.26,0.66,0.2,0.99,0.0,23.8,2.58,11.3,10.3,4.11,1.79,29.6,66.7,11.5,50.7,0.33,13.3,0.26,0.07,2.45,0.73,13.8,2.58,2.25,0.53,0.26,0.0,0.0,0.0,1.46,1.13,3.25,25.8,Poacher
2023-2024,Raz Meir,DF,RKC Waalwijk,pr Primeira Liga,il ISR,26,4,0,56,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.17,8.33,1.67,1.67,100.0,0.0,0.0,12.0,0.0,0.06,-0.17,76.7,65.0,11.7,1.67,0.0,5.0,0.0,61.7,80.4,1090.0,270.0,26.7,31.7,84.2,33.3,38.3,87.0,1.67,3.33,50.0,0.0,6.67,0.0,0.0,8.33,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,3.33,0.0,0.0,5.0,66.7,3.33,0.0,3.33,1.67,0.0,0.0,90.0,28.3,46.7,16.7,1.67,0.0,0.0,0.0,43.3,183.3,0.0,95.0,1.67,0.0,0.0,0.0,53.3,8.33,3.33,0.0,0.0,0.0,0.0,0.0,6.67,0.0,5.0,0.0,Full-Back
2023-2024,Romaine Mundle,"FW,MF",Standard Liège,bl Pro League,eng ENG,20,6,0,150,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.06,0.06,0.12,0.06,-0.12,0.18,11.8,1.18,1.18,100.0,0.0,0.0,19.2,0.0,0.05,-0.06,39.4,30.6,7.65,0.0,0.0,1.18,1.18,27.6,70.1,403.5,130.6,17.1,21.2,80.6,8.82,12.9,68.2,0.59,1.76,33.3,1.18,2.35,1.76,0.0,4.12,0.0,4.12,2.35,1.18,0.59,0.0,1.76,0.59,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,2.94,2.35,1.76,0.0,2.35,100.0,0.59,0.59,0.0,0.59,0.0,0.0,54.7,8.82,18.8,27.1,2.35,5.29,44.4,44.4,36.5,240.0,3.53,103.5,2.35,0.59,4.12,1.18,32.4,11.8,3.53,4.12,0.0,0.0,0.0,0.0,6.47,0.59,1.18,33.3,Central Midfielder
2023-2024,Ben Hamer,GK,Watford,en EFL Championship,eng ENG,35,19,19,"1,71",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,34.1,4.53,1.84,0.0,0.0,0.21,32.1,82.5,780.1,449.7,4.42,4.42,100.0,20.6,20.8,99.0,6.89,13.3,52.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.58,0.0,42.1,41.4,0.68,0.0,0.0,0.0,0.0,0.0,28.4,134.2,0.0,81.7,0.0,0.0,0.05,0.05,27.5,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.84,0.42,0.0,100.0,Goalkeeper
2023-2024,Medon Berisha,"FW,MF",Lecce,it Serie A,al ALB,19,6,2,205,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.09,-0.09,0.17,1.3,0.87,0.0,0.0,0.0,0.0,17.6,0.0,0.09,-0.09,42.6,39.6,03.04,1.3,0.0,0.43,0.0,36.5,85.7,686.1,182.2,14.8,15.7,94.4,15.7,18.7,83.7,4.35,06.09,71.4,2.17,03.04,0.87,0.0,03.04,0.87,1.3,1.3,0.87,0.43,0.0,3.48,2.17,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.43,1.3,0.0,0.0,0.87,0.0,0.87,0.87,0.0,0.43,0.0,0.0,48.3,10.0,31.3,8.26,1.3,2.17,20.0,40.0,30.9,162.6,1.3,53.5,0.87,0.0,0.87,0.87,37.4,1.3,03.04,2.17,0.0,0.0,0.0,0.0,4.35,0.43,0.0,100.0,Inverted Winger
2023-2024,Uladzislaŭ Marozaŭ,"FW,MF",Arouca,pr Primeira Liga,by BLR,22,3,2,144,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.13,3.75,1.88,0.63,33.3,0.0,0.0,16.8,0.0,0.06,-0.13,6.88,6.88,0.0,0.0,0.0,0.63,0.0,4.38,63.6,51.3,5.63,2.5,3.75,66.7,1.25,1.88,66.7,0.0,0.0,0.0,1.25,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.63,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.63,0.0,0.63,0.0,0.63,0.0,14.4,0.63,3.75,10.0,4.38,1.88,66.7,33.3,9.38,53.1,1.88,30.0,0.63,0.63,2.5,0.0,11.3,3.75,1.88,1.25,0.63,0.0,0.0,0.0,1.25,1.25,1.88,40.0,
2023-2024,Aaron Meijers,DF,RKC Waalwijk,pr Primeira Liga,nl NED,35,28,27,"2,306",25.6,0.0,0.23,0.23,0.0,0.23,0.0,0.0,0.27,0.0,0.0,0.01,0.01,0.14,0.14,0.1,0.15,3.4,0.31,0.04,12.5,0.0,0.0,26.2,0.08,0.03,-0.01,57.3,45.4,11.7,2.23,0.08,1.48,0.12,40.3,70.4,713.9,267.2,19.2,22.0,87.4,15.8,21.1,74.9,4.77,11.8,40.4,1.21,04.02,0.74,0.23,4.65,0.16,5.31,1.21,0.39,0.74,0.0,2.23,1.45,0.59,0.0,0.08,0.08,0.04,0.31,0.16,0.12,0.0,0.04,0.0,0.0,2.34,1.13,1.52,0.7,0.12,03.01,50.6,1.25,0.51,0.74,1.17,03.05,0.0,68.4,21.6,30.7,16.6,0.66,0.66,29.4,52.9,30.3,182.5,2.58,104.2,1.25,0.31,01.05,0.63,35.7,3.4,0.98,1.5,0.0,0.0,0.08,0.0,5.51,1.29,0.98,56.9,Defensive Winger
2023-2024,Ngal'Ayel Mukau,MF,Mechelen,bl Pro League,cd COD,18,16,15,"1,148",12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.01,0.01,0.01,0.01,-0.01,0.02,0.23,0.23,0.0,0.0,0.0,0.0,31.9,0.0,0.02,-0.01,40.5,39.9,0.63,0.63,0.0,0.78,0.0,35.5,87.7,709.1,101.5,10.2,12.7,80.4,19.2,20.5,93.9,5.16,5.78,89.2,0.16,3.2,0.08,0.0,2.81,0.16,0.0,0.0,0.0,0.0,0.0,0.55,0.47,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03.05,02.03,1.64,1.41,0.0,2.11,66.7,01.02,0.39,0.63,2.5,1.8,0.0,52.7,16.7,31.8,4.69,0.0,1.25,50.0,50.0,35.8,205.3,01.02,89.9,1.17,0.0,01.02,0.23,31.3,0.23,0.94,0.63,0.0,0.0,0.0,0.0,5.55,0.47,1.41,25.0,Central Midfielder
2023-2024,Ali Al Hamadi,FW,Ipswich Town,en EFL Championship,iq IRQ,21,14,1,293,3.3,1.21,0.0,1.21,0.91,0.92,0.3,0.61,0.3,0.0,0.0,1.85,1.39,0.15,0.09,-0.15,1.55,10.3,4.85,2.12,43.8,0.19,0.43,12.4,0.0,0.29,-0.48,27.6,26.1,1.21,0.0,0.0,1.52,0.3,18.2,65.9,237.0,28.5,11.2,15.5,72.5,5.15,6.97,73.9,0.3,0.91,33.3,1.82,0.3,0.3,0.0,0.91,0.3,0.3,0.3,0.0,0.0,0.0,5.45,2.73,0.0,1.21,0.61,0.91,0.0,1.52,0.3,0.0,0.3,0.3,0.61,0.0,0.61,0.61,0.61,0.0,0.0,1.21,25.0,0.3,0.0,0.3,0.3,0.0,0.0,42.4,2.73,15.8,24.2,10.9,2.73,66.7,22.2,22.4,175.2,3.94,93.9,0.91,3.33,03.03,3.33,32.4,10.3,2.12,1.21,0.0,0.3,0.0,0.0,2.42,03.03,5.45,35.7,
2023-2024,Etrit Berisha,GK,Empoli,it Serie A,al ALB,34,14,14,"1,26",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,25.4,9.57,3.14,0.0,0.0,0.29,24.2,68.6,606.5,411.9,5.21,5.21,100.0,13.1,13.4,97.9,5.79,16.3,35.5,0.0,0.43,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.5,0.07,38.0,37.9,0.14,0.0,0.0,0.0,0.0,0.0,22.4,116.2,0.0,71.2,0.0,0.0,0.07,0.0,17.5,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.86,0.5,0.0,100.0,Sweeper Keeper
2023-2024,Marlon,"FW,MF",Gil Vicente FC,pr Primeira Liga,br BRA,25,13,4,432,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.02,0.02,0.08,0.1,-0.08,0.1,7.71,1.25,0.42,33.3,0.0,0.0,24.0,0.0,0.02,-0.02,30.8,29.2,1.67,0.0,0.0,1.46,0.0,21.0,68.2,317.3,97.5,12.5,15.2,82.2,5.83,9.17,63.6,1.88,3.75,50.0,0.63,2.71,01.04,0.21,3.13,0.0,02.08,0.83,0.42,0.21,0.0,2.71,1.67,0.42,0.63,0.0,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.83,0.63,0.21,0.42,0.21,2.5,25.0,1.67,0.0,1.67,0.63,01.04,0.0,43.1,7.71,18.8,17.1,02.08,3.54,52.9,41.2,25.0,156.3,2.92,74.6,2.71,01.04,2.5,02.08,27.7,7.71,2.5,0.83,0.0,0.0,0.21,0.0,6.46,0.0,02.08,0.0,Wing-Back
2023-2024,Mexx Meerdink,"FW,MF",AZ Alkmaar,pr Primeira Liga,nl NED,20,2,0,25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,10.3,0.0,0.02,0.0,13.3,13.3,0.0,0.0,0.0,0.0,0.0,10.0,75.0,70.0,26.7,6.67,6.67,100.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,26.7,3.33,10.0,13.3,6.67,0.0,0.0,0.0,10.0,43.3,0.0,0.0,0.0,0.0,3.33,3.33,16.7,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,6.67,10.0,40.0,Pressing Forward
2023-2024,Arbnor Muja,"FW,MF",Antwerp,bl Pro League,al ALB,24,23,14,"1,208",13.4,0.37,0.22,0.6,0.37,0.6,0.0,0.0,0.22,0.0,0.0,0.33,0.33,0.22,0.24,0.0,0.55,12.4,2.99,1.12,37.5,0.13,0.33,18.0,0.0,0.11,0.04,41.3,38.2,2.84,0.52,0.07,01.04,0.3,32.2,78.0,548.1,108.1,14.5,17.2,84.0,14.0,16.9,83.2,2.76,4.63,59.7,1.12,1.72,1.12,0.22,2.54,0.3,2.46,0.22,0.0,0.07,0.0,3.28,2.54,0.07,0.37,0.15,0.0,0.15,0.37,0.3,0.0,0.0,0.0,0.0,0.07,1.64,01.04,0.9,0.52,0.22,2.46,33.3,0.9,0.0,0.9,0.22,0.45,0.0,54.5,6.34,22.9,26.1,05.07,3.73,46.0,46.0,41.1,293.4,4.1,123.1,2.84,1.57,2.61,1.12,40.0,12.4,0.75,1.12,0.37,0.0,0.0,0.0,3.96,0.22,1.57,12.5,Winger
2023-2024,Grant Hall,"DF,MF",Rotherham Utd,en EFL Championship,eng ENG,31,8,2,279,3.1,0.32,0.0,0.32,0.32,0.32,0.0,0.0,0.32,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.65,0.32,50.0,0.5,1.0,4.9,0.0,0.18,0.19,31.6,31.0,0.65,0.65,0.0,0.0,0.0,25.2,79.6,506.5,179.4,7.42,9.35,79.3,14.2,15.5,91.7,3.23,6.13,52.6,0.32,0.65,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.65,0.65,0.0,0.0,0.65,50.0,0.97,0.65,0.32,0.65,6.77,0.32,43.5,23.9,17.4,2.26,1.29,0.0,0.0,0.0,19.0,69.7,0.0,26.8,0.0,0.0,0.32,0.0,19.4,0.0,0.0,0.65,0.0,0.0,0.0,0.0,5.16,2.58,0.65,80.0,Ball Playing Defender
2023-2024,Sander Berge,MF,Burnley,eng Premier League,no NOR,25,37,34,"3,005",33.4,0.03,0.06,0.09,0.03,0.09,0.0,0.0,0.3,0.03,0.03,0.06,0.06,0.07,0.05,-0.01,0.13,0.87,0.75,0.09,12.0,0.04,0.33,17.6,0.0,0.08,-0.03,46.8,45.8,0.93,0.63,0.21,0.42,0.06,41.2,88.1,731.4,154.7,17.0,19.1,89.2,19.7,21.3,92.5,3.74,4.61,81.2,0.87,3.86,0.48,0.03,4.91,0.3,0.36,0.0,0.0,0.0,0.0,02.01,1.89,0.0,0.09,0.0,0.03,0.0,0.24,0.21,0.0,0.03,0.0,0.0,0.0,2.28,1.38,01.05,01.08,0.15,1.74,58.6,1.47,0.6,0.87,0.69,1.8,0.06,56.5,14.8,29.9,12.4,1.23,1.23,48.8,39.0,32.2,192.2,1.92,92.5,1.71,0.27,0.69,0.69,36.9,0.87,1.2,0.57,0.06,0.0,0.0,0.0,06.05,1.92,1.44,57.1,Mezzala
2023-2024,João Mário Lopes,DF,Porto,pr Primeira Liga,pt POR,23,27,25,"2,063",22.9,0.09,0.04,0.13,0.09,0.13,0.0,0.0,0.22,0.0,0.0,0.05,0.05,0.11,0.14,-0.07,0.17,8.3,1.0,0.13,13.0,0.09,0.67,18.9,0.0,0.05,0.03,56.9,47.9,8.82,0.7,0.22,1.27,0.17,46.8,82.3,750.5,222.3,24.1,26.9,89.8,19.3,23.0,83.9,2.71,4.45,60.8,01.05,3.58,1.57,0.66,5.63,0.09,3.71,0.09,0.0,0.0,0.0,2.71,2.49,0.04,0.13,0.04,0.0,0.0,0.31,0.26,0.0,0.0,0.04,0.0,0.0,1.44,0.87,0.57,0.7,0.17,1.92,50.0,0.83,0.17,0.66,0.57,0.79,0.04,66.5,13.1,31.3,23.1,2.58,3.19,46.6,43.8,34.8,217.1,4.32,136.2,3.1,0.66,1.4,0.79,44.8,8.3,1.57,1.57,0.09,0.0,0.04,0.0,4.1,0.61,0.61,50.0,
2023-2024,Mexx Meerdink,FW,Vitesse,pr Primeira Liga,nl NED,20,7,7,590,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.05,0.06,-0.05,0.39,5.3,2.73,1.52,55.6,0.0,0.0,12.9,0.15,0.13,-0.35,25.2,23.2,1.82,0.15,0.0,0.76,0.15,16.7,66.3,247.3,55.9,9.24,13.5,68.5,5.45,7.27,75.0,1.36,1.82,75.0,1.21,0.91,1.21,0.0,3.33,0.3,1.6,0.0,0.0,0.0,0.0,3.48,2.88,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.15,0.3,0.0,0.15,0.3,50.0,0.61,0.15,0.45,0.0,01.06,0.0,34.7,2.42,13.5,18.8,04.09,1.52,50.0,50.0,16.2,71.7,01.06,28.03,0.91,0.45,2.27,0.76,26.2,5.3,2.12,0.76,1.21,0.0,0.0,0.0,0.76,4.7,1.82,72.1,Pressing Forward
2023-2024,Suphanat Mueanta,"FW,MF",OH Leuven,bl Pro League,th THA,20,9,0,143,1.6,0.63,0.0,0.63,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.19,0.06,-0.19,0.56,3.75,1.88,1.25,66.7,0.33,0.5,13.5,0.0,0.22,0.19,28.8,27.5,1.25,0.0,0.0,2.5,0.0,19.4,67.4,255.6,80.6,10.6,13.1,81.0,8.13,11.9,68.4,0.0,1.25,0.0,3.13,1.88,1.88,0.0,3.13,0.0,2.5,0.0,0.0,0.0,0.0,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.0,0.0,0.0,0.0,0.0,1.25,0.63,0.63,0.0,0.63,1.25,100.0,0.63,0.0,0.63,1.25,0.63,0.0,38.8,9.38,14.4,16.3,3.13,1.88,66.7,33.3,25.6,136.3,0.63,54.4,0.63,0.63,0.63,1.25,20.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,6.88,1.25,1.88,40.0,Inverted Winger
2023-2024,George Hall,"MF,FW",Birmingham City,en EFL Championship,eng ENG,19,8,0,139,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,4.67,0.67,0.0,0.0,0.0,0.0,14.5,0.0,0.03,0.0,18.0,16.7,1.33,0.0,0.0,1.33,0.0,10.7,59.3,146.0,19.3,6.0,9.33,64.3,4.67,6.0,77.8,0.0,0.67,0.0,0.67,0.67,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0.67,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,1.33,0.67,0.67,0.67,0.0,2.67,50.0,0.67,0.0,0.67,0.67,0.0,0.0,31.3,6.0,13.3,12.7,2.67,3.33,0.0,80.0,14.7,90.0,0.67,32.0,0.67,0.67,1.33,0.67,18.0,4.67,0.67,3.33,0.0,0.0,0.0,0.0,4.0,1.33,2.67,33.3,Box To Box Midfielder
