Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance, Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role
2022-2023,Pierre-Emerick Aubameyang,FW,Barcelona,es La Liga,ga GAB,33,1,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,12.4,0.0,0.12,-1.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,590.0,260.0,0.0,0.0,0.0,30.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,20.0,10.0,10.0,0.0,0.0,0.0,20.0,80.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Inside Forward
2023-2024,Marcelo dos Santos Ferreira,DF,Moreirense,pr Primeira Liga,br BRA,34,26,26,"2,34",26.0,0.08,0.04,0.12,0.08,0.12,0.0,0.0,0.15,0.0,0.0,0.03,0.03,0.01,0.02,0.03,0.04,0.0,0.54,0.12,21.4,0.14,0.67,11.7,0.0,0.06,0.04,48.4,46.0,2.31,2.23,0.0,0.15,0.15,40.4,83.5,880.5,290.8,9.38,10.5,89.1,25.2,27.6,91.2,5.62,9.5,59.1,0.08,1.73,0.04,0.0,2.12,0.31,0.0,0.0,0.0,0.0,0.0,0.58,0.42,0.0,0.0,0.12,0.04,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.38,0.77,1.08,0.31,0.0,1.19,58.1,1.5,1.04,0.46,1.08,5.46,0.0,59.5,35.4,23.4,0.88,0.77,0.12,33.3,0.0,31.0,154.3,0.08,93.6,0.0,0.0,0.35,0.04,36.6,0.0,1.04,0.77,0.04,0.0,0.0,0.04,3.88,2.58,1.92,57.3,
2022-2023,Carlos Eduardo,"FW,MF",Estoril,pr Primeira Liga,br BRA,25,13,9,722,8.0,0.25,0.0,0.25,0.13,0.12,0.13,0.13,0.25,0.0,0.0,0.14,0.04,0.05,0.03,-0.05,0.1,6.13,1.13,0.38,33.3,0.11,0.33,27.0,0.0,0.04,0.09,19.8,19.1,0.5,0.25,0.0,1.0,0.13,13.8,69.6,219.6,46.9,7.5,8.88,84.5,4.75,6.25,76.0,1.0,2.25,44.4,0.63,0.38,0.5,0.13,1.13,0.25,1.0,0.0,0.0,0.0,0.0,1.5,0.88,0.0,0.13,0.0,0.38,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.88,1.25,0.75,0.25,4.38,34.3,0.88,0.38,0.5,1.0,1.13,0.0,35.9,8.5,14.1,14.3,1.13,4.75,44.7,44.7,21.6,157.3,3.38,81.1,2.75,0.63,4.0,1.0,22.3,6.13,1.38,1.75,0.25,0.0,0.0,0.0,5.38,1.0,0.5,66.7,Shadow Striker
2023-2024,Marco van Ginkel,"MF,FW",Vitesse,pr Primeira Liga,nl NED,30,30,23,"1,964",21.8,0.32,0.09,0.41,0.28,0.37,0.05,0.05,0.09,0.0,0.05,0.37,0.33,0.06,0.06,0.03,0.39,3.03,2.61,0.69,26.3,0.11,0.4,13.1,0.05,0.13,-0.06,31.0,30.3,0.46,0.05,0.18,0.5,0.18,21.1,68.1,307.0,90.9,11.8,16.1,73.5,7.16,10.1,70.6,1.01,1.74,57.9,0.87,2.89,0.46,0.0,3.85,0.23,0.23,0.0,0.0,0.0,0.0,2.06,1.61,0.0,0.05,0.14,0.28,0.0,0.14,0.09,0.0,0.0,0.05,0.0,0.0,0.6,0.37,0.23,0.14,0.23,0.5,36.4,0.69,0.23,0.46,0.18,1.79,0.0,41.6,6.74,21.6,13.5,3.72,0.46,50.0,50.0,19.4,88.2,0.96,36.4,0.92,0.23,1.47,0.5,30.6,3.03,1.28,1.15,0.18,0.0,0.0,0.0,2.39,5.73,3.81,60.1,Mezzala
2022-2023,Adrian Fein,MF,Excelsior,nl Eredivisie,de GER,23,14,8,728,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.01,0.01,0.05,0.07,-0.05,0.06,0.49,0.37,0.12,33.3,0.0,0.0,26.3,0.0,0.04,-0.01,39.3,38.0,1.23,1.11,0.0,0.49,0.0,31.7,80.8,525.1,171.0,15.3,17.7,86.7,13.8,15.9,86.8,2.1,3.7,56.7,0.62,3.83,0.86,0.25,5.93,0.25,0.37,0.0,0.0,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.62,0.99,0.12,0.62,1.73,64.3,0.37,0.12,0.25,0.25,1.11,0.0,43.3,8.77,25.7,9.26,0.25,0.25,50.0,50.0,22.1,99.9,0.49,50.4,0.62,0.0,0.49,0.12,26.8,0.49,0.99,0.25,0.0,0.0,0.0,0.0,5.93,0.49,0.62,44.4,Deep Lying Playmaker
2023-2024,Daam Foulon,"DF,MF",Mechelen,bl Pro League,be BEL,24,29,29,"2,536",28.2,0.07,0.07,0.14,0.07,0.14,0.0,0.0,0.21,0.0,0.0,0.06,0.06,0.07,0.08,-0.0,0.13,5.04,0.82,0.25,30.4,0.09,0.29,18.8,0.0,0.07,0.01,55.5,46.2,9.15,0.64,0.07,1.81,0.18,41.5,74.8,705.1,236.5,17.7,21.4,82.9,20.2,25.0,80.7,2.62,6.13,42.8,0.6,2.91,0.71,0.43,4.18,0.18,3.44,0.0,0.0,0.0,0.0,1.74,1.28,0.14,0.14,0.04,0.11,0.04,0.32,0.21,0.0,0.07,0.0,0.04,0.0,2.55,1.81,1.38,0.85,0.32,2.3,61.5,1.35,0.28,1.06,0.89,1.99,0.0,66.5,19.7,30.7,16.7,1.35,1.63,63.0,30.04,43.1,246.1,2.62,126.5,2.09,0.32,1.24,0.43,39.5,5.04,0.85,1.77,0.18,0.0,0.0,0.0,5.14,2.09,1.45,59.0,Wing-Back
2022-2023,Alieu Fadera,"FW,DF",Zulte Waregem,bl Pro League,gm GAM,20,33,31,"2,716",30.2,0.2,0.2,0.4,0.2,0.4,0.0,0.0,0.23,0.0,0.0,0.21,0.21,0.21,0.14,-0.01,0.41,7.72,1.29,0.53,41.0,0.15,0.38,13.8,0.0,0.16,-0.01,28.1,26.2,1.66,0.26,0.07,1.79,0.23,19.0,67.7,297.6,69.3,9.74,12.7,76.8,6.72,9.64,69.8,1.42,2.65,53.8,1.16,0.86,0.89,0.13,2.02,0.23,1.85,0.0,0.0,0.0,0.0,2.85,1.59,0.07,0.23,0.23,0.4,0.33,0.36,0.23,0.0,0.0,0.0,0.07,0.07,3.77,2.52,1.39,1.62,0.76,2.58,43.6,1.16,0.03,1.13,0.66,0.2,0.03,43.9,6.32,17.8,21.0,4.6,5.5,33.1,53.0,32.1,297.5,4.67,142.7,2.85,2.22,3.38,1.89,28.6,7.72,1.85,3.51,0.93,0.03,0.0,0.0,5.96,0.56,1.59,26.2,Inverted Winger
2023-2024,Jay Dasilva,DF,Coventry City,en EFL Championship,wls WAL,25,37,25,"2,3",25.6,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.16,0.0,0.0,0.01,0.01,0.16,0.17,-0.05,0.18,6.88,0.27,0.0,0.0,0.0,0.0,22.2,0.0,0.03,-0.01,63.4,52.2,11.1,1.13,0.08,0.78,0.16,52.6,82.9,793.1,256.4,29.8,32.8,90.9,19.0,22.8,83.2,2.42,5.08,47.7,1.91,3.28,1.21,0.59,4.92,0.12,3.83,1.21,0.78,0.31,0.0,3.16,2.73,0.31,0.08,0.0,0.04,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.6,0.94,1.02,0.51,0.08,1.25,53.1,0.86,0.12,0.74,0.51,1.68,0.08,71.3,18.0,31.4,22.4,1.45,1.95,58.0,38.0,35.7,158.8,1.95,81.9,1.25,0.35,1.09,0.74,44.3,6.88,0.66,0.39,0.08,0.0,0.0,0.0,5.74,0.43,0.9,32.4,Winger
2022-2023,Sam Cosgrove,"FW,MF",Birmingham City,en EFL Championship,eng ENG,25,2,0,35,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,-0.5,1.0,10.0,5.0,2.5,50.0,0.0,0.0,15.4,0.0,0.06,-0.25,35.0,35.0,0.0,0.0,0.0,0.0,0.0,25.0,71.4,377.5,35.0,10.0,12.5,80.0,15.0,20.0,75.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,47.5,5.0,12.5,30.0,7.5,0.0,0.0,0.0,20.0,95.0,0.0,12.5,0.0,0.0,5.0,0.0,37.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,50.0,Central Defender
2023-2024,Tommaso Augello,DF,Cagliari,it Serie A,it ITA,28,32,28,"2,418",26.9,0.04,0.04,0.07,0.04,0.07,0.0,0.0,0.19,0.0,0.0,0.02,0.02,0.07,0.09,-0.04,0.09,3.68,0.37,0.11,30.0,0.1,0.33,24.1,0.04,0.05,0.02,49.4,37.5,11.8,1.56,0.04,1.56,0.15,34.2,69.1,599.3,268.1,15.5,17.9,86.9,15.0,20.4,73.3,3.35,8.66,38.6,1.0,2.53,1.15,0.74,3.57,0.07,5.69,1.26,0.26,0.93,0.0,2.08,1.19,0.71,0.0,0.04,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.97,0.71,0.67,0.22,0.07,0.93,64.0,0.78,0.37,0.41,0.63,3.31,0.0,57.4,19.7,23.2,15.2,0.33,1.08,51.7,41.4,25.7,147.3,2.3,79.4,1.26,0.04,0.78,0.3,28.7,3.68,0.56,0.52,0.04,0.0,0.0,0.0,5.46,1.26,1.04,54.8,Wing-Back
2022-2023,Pierre-Emerick Aubameyang,FW,Chelsea,eng Premier League,ga GAB,33,15,5,554,6.2,0.16,0.0,0.16,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.24,0.24,0.06,0.03,-0.06,0.31,4.68,2.58,1.13,43.8,0.06,0.14,13.7,0.0,0.09,-0.08,17.9,16.3,1.61,0.0,0.0,0.81,0.0,13.2,73.9,169.8,32.7,9.03,11.3,80.0,3.55,4.19,84.6,0.32,0.65,50.0,0.65,0.32,0.32,0.16,0.48,0.0,0.48,0.0,0.0,0.0,0.0,1.29,0.97,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.16,0.0,0.32,0.0,0.32,0.32,0.65,0.32,26.0,2.58,11.1,12.7,3.71,0.81,60.0,40.0,13.9,85.3,1.45,41.8,0.97,0.65,1.77,0.65,18.7,4.68,0.81,0.16,0.0,0.0,0.0,0.0,1.77,0.48,1.77,21.4,Inside Forward
2023-2024,Filipe Ferreira,DF,Boavista,pr Primeira Liga,pt POR,32,26,20,"1,729",19.2,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.21,0.0,0.0,0.01,0.01,0.04,0.03,0.02,0.05,2.19,0.26,0.0,0.0,0.0,0.0,23.9,0.0,0.04,-0.01,54.7,47.6,6.98,1.35,0.05,1.09,0.16,42.3,77.4,754.8,281.0,18.1,20.3,89.2,20.0,24.1,82.9,3.8,8.39,45.3,0.52,3.13,0.36,0.16,3.28,0.21,2.34,0.21,0.21,0.0,0.0,1.25,0.89,0.21,0.05,0.1,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.61,1.15,0.83,0.78,0.0,1.35,73.1,1.09,0.42,0.68,0.94,2.45,0.05,63.0,25.5,29.5,8.23,0.36,0.78,66.7,33.3,32.4,150.3,0.99,71.5,0.78,0.05,0.94,0.05,38.8,2.19,0.89,0.63,0.0,0.0,0.0,0.0,4.43,0.89,1.09,44.7,Wing-Back
2022-2023,Edu,MF,Chaves,pr Primeira Liga,pt POR,20,4,0,33,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,2.5,0.0,40.0,80.0,577.5,185.0,30.0,32.5,92.3,5.0,7.5,66.7,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,2.5,55.0,25.0,25.0,5.0,0.0,0.0,0.0,0.0,27.5,70.0,0.0,40.0,0.0,0.0,0.0,0.0,37.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,10.0,2.5,0.0,100.0,Pressing Forward
2023-2024,Santiago Giménez,FW,Feyenoord,pr Primeira Liga,mx MEX,22,30,29,"2,37",26.3,0.87,0.23,1.1,0.8,1.03,0.08,0.15,0.11,0.0,0.0,0.87,0.75,0.19,0.16,0.04,0.94,8.02,3.99,1.86,46.7,0.2,0.43,13.7,0.11,0.19,0.05,15.2,14.0,0.99,0.15,0.08,0.34,0.19,10.3,67.7,139.2,25.8,6.08,8.29,73.4,3.4,4.3,70.8,0.42,0.76,55.0,1.1,0.68,0.49,0.0,1.41,0.04,0.23,0.0,0.0,0.0,0.0,2.74,1.48,0.04,0.23,0.57,0.38,0.04,0.46,0.27,0.0,0.08,0.08,0.04,0.0,0.3,0.04,0.04,0.15,0.11,0.34,22.2,0.72,0.08,0.65,0.0,0.34,0.0,28.6,1.41,9.09,18.5,8.06,3.23,32.9,61.2,18.1,105.4,1.79,47.4,1.33,1.25,2.81,1.63,21.2,8.02,0.49,1.6,0.87,0.08,0.0,0.0,2.4,1.44,1.63,46.9,Pressing Forward
2022-2023,Andri Fannar Baldursson,MF,NEC Nijmegen,nl Eredivisie,is ISL,20,11,1,213,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.13,0.0,0.42,0.42,100.0,0.0,0.0,15.9,0.0,0.21,-0.08,42.9,42.1,0.42,0.42,0.0,0.42,0.42,33.8,78.6,596.3,195.4,13.8,17.1,80.5,14.6,18.3,79.5,3.75,4.58,81.8,0.42,3.75,0.42,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.5,1.25,2.08,0.0,2.5,66.7,2.08,2.08,0.0,2.08,1.67,0.0,54.2,24.6,26.07,3.75,0.83,2.08,100.0,0.0,28.08,129.2,0.42,41.3,0.42,0.0,0.42,0.0,29.2,0.0,2.5,0.83,0.0,0.0,0.0,0.0,9.17,1.25,1.67,42.9,Mezzala
2023-2024,Iver Fossum,"MF,FW",Kortrijk,bl Pro League,no NOR,27,4,2,170,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.11,-0.05,0.11,2.11,0.53,0.0,0.0,0.0,0.0,18.0,0.0,0.07,-0.05,30.5,28.4,1.58,0.0,0.0,0.53,0.53,23.7,77.6,398.9,156.8,10.5,13.7,76.9,10.5,13.7,76.9,1.58,1.58,100.0,1.05,3.68,0.53,0.53,3.68,0.53,1.5,1.5,0.53,0.0,0.0,1.58,0.53,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,1.05,1.05,1.58,0.0,4.21,37.5,2.63,0.0,2.63,1.05,2.63,0.0,43.2,11.06,22.1,10.0,0.53,1.58,0.0,66.7,25.08,148.9,0.0,43.2,0.0,0.53,0.0,1.05,22.1,2.11,0.0,0.53,0.0,0.0,0.0,0.0,6.84,0.0,1.58,0.0,Box To Box Midfielder
2022-2023,Sebastiano Esposito,FW,Anderlecht,bl Pro League,it ITA,20,14,5,514,5.7,0.18,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.18,0.16,-0.18,0.42,7.19,2.11,0.53,25.0,0.08,0.33,18.0,0.35,0.12,-0.07,29.6,24.4,5.09,0.88,0.0,1.05,0.18,18.6,62.7,305.3,104.6,10.5,14.6,72.3,3.68,5.79,63.6,2.81,5.79,48.5,2.11,1.05,1.5,0.18,2.81,0.35,4.39,2.81,1.4,1.23,0.0,2.98,1.05,0.88,0.18,0.18,0.35,0.35,0.18,0.0,0.0,0.18,0.0,0.0,0.0,1.75,1.05,0.7,1.05,0.0,1.23,57.1,1.93,0.35,1.58,0.7,0.35,0.0,45.6,3.33,17.05,25.3,4.74,2.81,25.0,68.8,30.5,145.6,0.7,50.9,2.28,0.53,3.33,2.63,28.9,7.19,2.28,1.93,0.7,0.0,0.0,0.0,4.21,0.7,2.28,23.5,Attacking Midfielder
2023-2024,Karl Darlow,GK,Leeds United,en EFL Championship,wls WAL,32,2,1,126,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,33.6,8.57,2.86,0.0,0.71,0.0,35.7,84.7,940.7,596.4,2.14,2.14,100.0,27.01,27.9,97.4,6.43,11.4,56.3,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,42.1,0.71,0.0,0.0,0.0,0.0,0.0,20.7,100.7,0.0,52.9,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,Sweeper Keeper
2022-2023,Harry Cornick,"FW,MF",Luton Town,en EFL Championship,eng ENG,27,19,7,746,8.3,0.12,0.36,0.48,0.12,0.48,0.0,0.0,0.12,0.0,0.0,0.14,0.14,0.17,0.18,0.19,0.3,7.59,1.57,0.24,15.4,0.08,0.5,16.8,0.0,0.09,-0.02,27.3,20.1,6.99,0.0,0.12,0.72,0.24,15.4,56.4,227.2,68.1,9.28,11.7,79.4,4.7,9.52,49.4,0.84,3.73,22.6,0.96,0.48,1.2,0.48,1.45,0.0,2.65,0.0,0.0,0.0,0.0,2.5,1.45,0.24,0.12,0.12,0.0,0.12,0.6,0.36,0.0,0.12,0.0,0.0,0.12,1.45,0.72,0.36,0.72,0.36,1.33,45.5,1.45,0.0,1.45,0.0,0.48,0.0,39.2,5.18,10.0,24.5,3.49,2.53,47.6,42.9,18.9,142.4,3.01,61.1,0.96,1.45,2.77,1.93,20.0,7.59,0.72,0.72,0.96,0.0,0.0,0.0,4.94,0.84,4.22,16.07,Winger
2023-2024,Emil Audero,GK,Inter,it Serie A,it ITA,26,4,4,337,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2,47.0,5.68,0.81,0.0,0.27,0.54,44.9,84.3,941.6,601.9,11.9,12.2,97.8,25.9,27.0,96.0,6.76,13.2,51.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,54.1,54.1,0.0,0.0,0.0,0.0,0.0,0.0,39.7,172.7,0.0,101.9,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.27,0.0,100.0,Sweeper Keeper
2022-2023,Valentin Atangana Edoa,MF,Reims,fr Ligue 1,fr FRA,16,7,2,174,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,-0.11,0.11,3.16,0.53,0.0,0.0,0.0,0.0,15.5,0.0,0.04,0.0,25.3,25.3,0.0,0.0,0.0,0.53,0.0,21.6,85.4,342.1,94.7,10.5,12.1,87.0,9.47,9.47,100.0,0.53,2.11,25.0,1.58,2.11,0.53,0.53,2.63,0.53,0.53,0.0,0.0,0.0,0.0,2.63,2.11,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,1.58,2.11,1.05,1.05,3.16,50.0,1.05,0.53,0.53,0.0,0.53,0.0,40.0,11.1,16.08,12.06,4.21,2.63,0.0,60.0,26.3,167.9,2.63,71.1,1.58,1.05,1.58,2.11,23.7,3.16,3.68,4.21,1.05,0.0,0.0,0.0,5.26,1.58,0.0,100.0,Ball Winning Midfielder
2023-2024,Fernando,"FW,MF",Casa Pia,pr Primeira Liga,br BRA,30,20,4,537,6.0,0.33,0.0,0.33,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.23,0.1,0.02,0.03,-0.02,0.12,6.17,2.0,0.83,41.7,0.08,0.2,18.1,0.0,0.05,0.07,21.0,19.2,1.83,0.0,0.17,1.33,0.0,15.7,74.6,220.0,42.7,9.83,11.7,84.3,5.17,5.83,88.6,0.33,1.17,28.6,0.5,1.0,0.5,0.0,1.67,0.0,1.33,0.33,0.0,0.0,0.0,1.67,0.83,0.0,0.33,0.17,0.33,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,1.67,1.0,0.67,0.5,0.5,1.33,37.5,1.0,0.0,1.0,0.0,0.33,0.0,32.0,2.67,12.5,17.2,4.17,2.67,37.5,62.5,19.0,117.2,1.17,35.8,1.17,0.67,2.33,1.83,23.0,6.17,1.67,0.83,1.5,0.0,0.0,0.0,3.83,1.0,1.5,40.0,Central Defender
2022-2023,Julian Draxler,"MF,FW",Benfica,pr Primeira Liga,de GER,28,10,4,407,4.5,0.22,0.0,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.13,0.27,-0.13,0.47,9.78,2.44,0.67,27.3,0.09,0.33,17.1,0.0,0.14,-0.11,50.9,49.8,0.67,0.0,0.44,1.33,0.44,45.1,88.6,668.9,120.4,28.4,30.0,94.8,11.6,13.1,88.1,3.78,4.22,89.5,2.22,5.33,1.78,0.22,7.33,0.44,0.89,0.22,0.22,0.0,0.0,4.67,4.44,0.0,0.0,0.22,0.0,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,1.11,0.44,0.0,0.67,0.44,0.89,50.0,1.11,0.22,0.89,0.22,0.22,0.0,60.0,2.44,26.0,32.0,4.22,0.67,66.7,33.3,32.7,174.2,2.22,69.8,1.11,0.44,2.44,2.0,46.2,9.78,0.22,0.22,0.44,0.0,0.0,0.0,3.78,0.44,0.22,66.7,Inverted Winger
2023-2024,Teun Gijselhart,MF,Zwolle,pr Primeira Liga,nl NED,18,1,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,980.0,330.0,0.0,0.0,0.0,10.0,20.0,50.0,20.0,30.0,66.7,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,330.0,0.0,240.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,Advanced Playmaker
2022-2023,Raphaël Eyongo,"FW,MF",Excelsior,nl Eredivisie,nl NED,19,5,0,82,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,6.67,1.11,1.11,100.0,0.0,0.0,11.9,0.0,0.1,-0.11,18.9,17.8,1.11,0.0,0.0,0.0,0.0,10.0,52.9,145.6,31.1,4.44,10.0,44.4,5.56,7.78,71.4,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,1.11,0.0,1.11,0.0,2.22,0.0,33.3,3.33,15.6,15.6,5.56,3.33,100.0,0.0,16.7,74.4,1.11,25.6,0.0,1.11,7.78,1.11,21.1,6.67,0.0,0.0,1.11,0.0,0.0,0.0,3.33,4.44,4.44,50.0,Winger
